date_created,contacts_n,contacts_n_1,contacts_n_2,contacts_n_3,contacts_n_4,contacts_n_5,contacts_n_6,contacts_n_7,new_type,new_market
2022-02-20,null,null,null,null,null,null,null,null,type_4,market_3
2022-03-29,null,1,null,null,null,null,null,null,type_4,market_3
2022-03-06,null,null,null,null,null,null,null,null,type_4,market_3
2022-01-30,null,null,null,null,null,null,null,null,type_4,market_3
2022-01-24,1,0,0,0,0,0,0,0,type_1,market_2
2022-01-30,1,0,0,0,0,0,0,0,type_1,market_2
2022-03-31,1,0,1,0,0,0,0,0,type_1,market_2
2022-03-02,1,0,0,0,0,0,0,0,type_1,market_2
2022-01-29,1,0,0,0,0,0,0,0,type_1,market_2
2022-02-09,1,0,0,0,0,0,0,0,type_1,market_2
2022-01-08,1,4,1,0,0,0,0,0,type_1,market_2
2022-02-20,1,0,0,0,0,0,0,0,type_1,market_2
2022-03-05,1,0,0,0,0,0,0,0,type_1,market_2
2022-03-01,1,0,0,0,0,0,0,0,type_1,market_2
2022-02-23,1,0,0,0,0,0,0,0,type_1,market_2
2022-02-26,1,0,1,0,0,0,0,0,type_1,market_2
2022-03-04,1,0,0,0,0,0,0,0,type_1,market_2
2022-02-05,1,0,1,0,0,0,0,0,type_1,market_2
2022-02-15,1,0,0,0,0,0,0,0,type_1,market_2
2022-01-31,1,0,0,1,0,0,0,0,type_1,market_2
2022-02-21,1,0,0,0,0,0,0,0,type_1,market_2
2022-01-23,1,0,0,0,0,0,0,0,type_1,market_2
2022-01-21,1,0,0,0,0,0,0,0,type_1,market_2
2022-03-20,1,0,0,0,0,0,0,0,type_1,market_2
2022-03-26,1,null,null,null,null,null,null,null,type_3,market_2
2022-03-29,1,null,null,1,null,null,null,null,type_3,market_2
2022-02-01,1,null,null,null,null,null,null,null,type_3,market_2
2022-01-31,1,null,null,null,null,null,null,null,type_3,market_2
2022-03-18,1,null,null,1,null,null,1,null,type_3,market_2
2022-03-31,1,null,null,null,null,null,1,null,type_3,market_2
2022-03-12,1,null,null,null,null,null,null,null,type_3,market_2
2022-02-07,1,null,null,null,null,null,null,null,type_3,market_2
2022-01-20,1,null,null,null,null,null,null,null,type_3,market_2
2022-02-14,1,null,null,null,null,null,null,null,type_3,market_2
2022-01-13,1,null,null,null,null,null,null,null,type_3,market_2
2022-03-23,1,null,null,null,null,null,null,null,type_3,market_2
2022-02-11,1,null,null,null,null,null,null,null,type_3,market_2
2022-02-12,1,null,null,null,null,null,null,null,type_3,market_2
2022-03-10,1,null,null,null,null,null,null,null,type_3,market_2
2022-02-03,1,null,null,null,null,null,null,null,type_3,market_2
2022-01-24,1,null,null,null,null,null,null,null,type_3,market_2
2022-02-02,1,null,null,null,null,null,null,null,type_3,market_2
2022-02-17,1,1,null,null,null,null,null,null,type_3,market_2
2022-02-24,1,null,null,null,null,null,1,null,type_3,market_2
2022-02-18,1,null,null,null,null,null,null,null,type_3,market_2
2022-01-07,1,null,null,null,null,null,null,null,type_3,market_2
2022-01-09,1,1,null,null,null,null,null,null,type_3,market_2
2022-01-12,1,null,null,null,null,null,null,null,type_3,market_2
2022-02-08,1,null,null,null,null,null,null,null,type_3,market_2
2022-01-16,1,null,null,null,null,null,null,null,type_3,market_2
2022-01-25,1,null,null,null,null,null,null,null,type_3,market_2
2022-02-10,1,null,null,null,1,null,1,null,type_3,market_2
2022-03-26,1,null,null,null,null,null,null,null,type_4,market_2
2022-03-21,1,null,null,null,null,1,null,null,type_4,market_2
2022-02-16,1,null,null,null,null,null,null,null,type_4,market_2
2022-01-24,1,null,null,null,null,null,null,null,type_4,market_2
2022-01-28,1,null,null,1,null,null,null,null,type_4,market_2
2022-02-07,1,null,1,null,null,null,null,null,type_4,market_2
2022-03-11,1,null,null,null,null,null,null,null,type_4,market_2
2022-01-14,1,null,null,null,null,null,null,null,type_4,market_2
2022-01-06,1,null,null,null,null,null,null,null,type_4,market_2
2022-01-21,1,null,null,null,null,null,null,null,type_4,market_2
2022-03-25,1,null,null,null,null,null,null,null,type_4,market_2
2022-03-24,1,null,null,null,null,null,null,null,type_4,market_2
2022-02-22,1,null,null,null,null,null,null,null,type_4,market_2
2022-02-21,1,null,null,null,null,null,null,null,type_4,market_2
2022-01-05,1,null,null,null,null,null,null,null,type_4,market_2
2022-01-03,1,null,null,null,null,null,null,null,type_4,market_2
2022-01-15,2,0,0,0,0,0,0,0,type_1,market_2
2022-03-12,2,0,0,0,1,1,0,0,type_1,market_2
2022-03-07,2,0,1,0,0,0,0,0,type_1,market_2
2022-03-24,2,0,0,0,0,0,0,0,type_1,market_2
2022-02-11,2,0,0,0,0,0,0,0,type_1,market_2
2022-01-26,2,0,0,1,0,0,0,0,type_1,market_2
2022-02-12,2,0,0,0,0,0,0,0,type_1,market_2
2022-02-01,2,1,0,1,0,0,0,0,type_1,market_2
2022-01-01,2,0,0,0,0,0,0,0,type_1,market_2
2022-03-10,2,1,0,0,0,0,0,0,type_1,market_2
2022-03-22,2,0,0,0,0,0,1,0,type_1,market_2
2022-01-19,2,0,0,0,0,0,0,0,type_1,market_2
2022-03-28,2,null,null,null,null,null,null,null,type_3,market_2
2022-03-09,2,null,null,null,null,null,null,null,type_3,market_2
2022-01-18,2,null,null,null,null,null,null,null,type_3,market_2
2022-03-24,2,null,null,null,1,1,null,null,type_3,market_2
2022-01-21,2,null,null,null,null,null,null,null,type_3,market_2
2022-02-15,2,null,null,null,null,null,null,null,type_3,market_2
2022-03-07,2,null,null,null,null,null,null,null,type_3,market_2
2022-03-21,2,null,null,1,null,null,null,2,type_3,market_2
2022-02-16,2,null,null,null,null,null,null,null,type_3,market_2
2022-03-19,2,null,null,null,null,null,null,null,type_3,market_2
2022-02-09,2,null,null,null,null,null,null,null,type_4,market_2
2022-01-31,2,null,null,null,null,null,null,null,type_4,market_2
2022-03-17,3,0,0,0,0,0,0,0,type_1,market_2
2022-03-27,3,0,0,0,0,0,0,0,type_1,market_2
2022-03-26,3,1,0,0,0,0,1,1,type_1,market_2
2022-02-16,3,0,0,1,0,0,0,0,type_1,market_2
2022-01-27,3,0,0,0,0,0,0,0,type_1,market_2
2022-03-25,3,0,0,1,1,0,0,0,type_1,market_2
2022-02-07,3,0,0,0,0,0,0,0,type_1,market_2
2022-02-25,3,0,0,0,0,0,0,0,type_1,market_2
2022-03-23,3,0,1,0,0,0,0,0,type_1,market_2
2022-03-08,3,0,0,0,0,0,0,0,type_1,market_2
2022-02-18,3,0,0,0,0,0,0,0,type_1,market_2
2022-02-13,3,0,0,0,0,0,0,0,type_1,market_2
2022-01-16,3,0,0,0,0,0,0,0,type_1,market_2
2022-03-30,3,1,0,0,0,0,0,0,type_1,market_2
2022-02-03,3,0,0,0,0,0,0,0,type_1,market_2
2022-02-19,3,0,0,0,0,0,0,0,type_1,market_2
2022-01-28,3,0,0,0,0,0,0,0,type_1,market_2
2022-01-22,3,0,0,0,0,0,0,0,type_1,market_2
2022-02-20,3,null,1,null,2,null,null,null,type_2,market_2
2022-01-17,3,null,null,null,null,null,null,null,type_3,market_2
2022-03-02,3,null,null,null,null,null,null,1,type_3,market_2
2022-01-26,3,null,null,null,null,null,null,null,type_3,market_2
2022-01-11,4,1,0,0,0,0,0,0,type_1,market_2
2022-01-13,4,0,1,0,0,0,0,0,type_1,market_2
2022-03-18,4,1,0,0,0,0,0,0,type_1,market_2
2022-02-14,4,0,0,0,0,0,0,0,type_1,market_2
2022-01-25,4,0,0,0,0,0,0,0,type_1,market_2
2022-02-08,4,0,0,0,0,0,0,0,type_1,market_2
2022-03-03,4,0,0,0,0,0,0,0,type_1,market_2
2022-01-02,4,0,0,1,0,0,0,0,type_1,market_2
2022-02-02,4,0,2,0,0,0,0,0,type_1,market_2
2022-03-11,4,0,0,0,0,0,0,0,type_1,market_2
2022-02-17,4,0,0,0,0,2,0,0,type_1,market_2
2022-02-06,4,1,null,null,null,1,null,1,type_2,market_2
2022-03-15,4,null,null,null,null,null,null,null,type_3,market_2
2022-03-04,4,null,null,1,null,1,null,null,type_3,market_2
2022-02-22,5,0,0,0,1,0,1,0,type_1,market_2
2022-01-09,5,0,0,0,0,0,0,0,type_1,market_2
2022-03-21,5,0,0,1,0,0,1,0,type_1,market_2
2022-01-20,5,0,0,0,0,0,0,0,type_1,market_2
2022-01-14,5,0,0,0,0,0,2,0,type_1,market_2
2022-03-16,5,0,0,0,0,0,0,0,type_1,market_2
2022-03-15,5,0,0,0,0,0,0,0,type_1,market_2
2022-02-10,5,0,0,0,0,0,0,1,type_1,market_2
2022-01-18,5,0,0,0,0,0,0,0,type_1,market_2
2022-01-07,5,0,0,0,0,1,0,0,type_1,market_2
2022-03-19,5,0,0,0,0,0,0,0,type_1,market_2
2022-03-09,5,0,0,0,0,0,0,0,type_1,market_2
2022-03-14,5,0,0,0,0,0,0,0,type_1,market_2
2022-02-28,5,0,0,0,0,0,0,0,type_1,market_2
2022-01-03,5,null,null,null,null,null,null,null,type_3,market_2
2022-03-29,6,0,0,0,0,0,0,0,type_1,market_2
2022-01-17,6,0,0,0,0,0,0,0,type_1,market_2
2022-01-12,6,0,0,0,0,0,0,1,type_1,market_2
2022-03-28,6,0,0,1,0,0,0,0,type_1,market_2
2022-01-09,6,1,null,null,null,null,null,null,type_2,market_2
2022-03-13,6,4,null,null,null,null,null,null,type_5,market_2
2022-02-04,7,0,0,0,0,0,0,0,type_1,market_2
2022-03-20,7,null,null,null,null,null,null,null,type_2,market_2
2022-01-10,7,null,1,null,null,null,null,null,type_3,market_2
2022-01-10,8,0,0,0,0,0,0,0,type_1,market_2
2022-01-06,8,0,0,0,0,0,1,0,type_1,market_2
2022-01-04,8,1,1,0,0,0,0,0,type_1,market_2
2022-02-27,8,1,null,null,null,null,null,null,type_5,market_2
2022-03-12,9,null,null,2,null,null,null,null,type_2,market_2
2022-01-16,9,1,null,null,null,null,null,null,type_2,market_2
2022-03-06,9,null,1,null,null,null,null,null,type_2,market_2
2022-03-19,9,null,1,null,null,1,null,null,type_2,market_2
2022-03-13,10,null,null,null,null,null,null,null,type_2,market_2
2022-03-27,10,null,1,null,null,null,null,null,type_5,market_2
2022-01-28,10,null,null,1,null,null,null,null,type_5,market_2
2022-03-06,10,5,1,null,null,null,null,null,type_5,market_2
2022-01-30,10,2,null,null,null,null,null,null,type_5,market_2
2022-01-05,11,2,0,0,0,0,0,0,type_1,market_2
2022-02-13,11,null,1,null,null,null,null,null,type_2,market_2
2022-02-05,11,null,null,null,1,null,null,null,type_2,market_2
2022-03-26,11,2,null,null,null,1,null,null,type_2,market_2
2022-03-27,11,1,null,null,null,null,null,null,type_2,market_2
2022-02-27,11,1,null,null,null,null,null,null,type_2,market_2
2022-02-12,11,1,null,1,null,null,null,null,type_2,market_2
2022-03-19,11,1,1,1,1,1,null,null,type_5,market_2
2022-01-16,11,1,1,null,null,null,null,null,type_5,market_2
2022-02-19,11,null,2,null,null,null,null,null,type_5,market_2
2022-02-06,11,4,null,1,null,null,null,null,type_5,market_2
2022-01-03,12,0,0,1,0,0,0,0,type_1,market_2
2022-01-23,12,3,null,1,1,null,null,1,type_2,market_2
2022-01-02,12,1,2,1,3,null,null,null,type_2,market_2
2022-01-23,12,null,null,null,null,null,1,1,type_5,market_2
2022-02-13,12,1,null,null,null,null,null,null,type_5,market_2
2022-02-26,13,1,null,null,null,null,null,null,type_2,market_2
2022-03-17,13,null,1,null,1,null,null,1,type_2,market_2
2022-02-25,13,null,null,2,null,null,1,null,type_2,market_2
2022-03-20,13,null,null,null,null,1,null,null,type_5,market_2
2022-02-10,13,null,null,null,null,null,null,null,type_5,market_2
2022-01-09,13,null,null,null,null,2,null,null,type_5,market_2
2022-02-19,14,null,1,null,null,null,null,null,type_2,market_2
2022-03-26,14,null,1,null,null,null,1,1,type_5,market_2
2022-02-25,14,1,null,2,null,null,null,null,type_5,market_2
2022-02-20,14,1,1,null,null,null,null,1,type_5,market_2
2022-02-24,15,1,1,2,1,null,null,1,type_2,market_2
2022-01-30,15,null,null,null,null,null,null,null,type_2,market_2
2022-02-09,15,null,null,null,null,null,1,null,type_2,market_2
2022-01-29,15,null,1,null,null,null,null,null,type_2,market_2
2022-01-15,15,1,null,null,null,null,null,null,type_2,market_2
2022-01-27,15,null,null,null,null,null,1,null,type_5,market_2
2022-03-18,16,1,null,null,null,null,null,null,type_2,market_2
2022-01-22,16,1,null,null,null,null,null,null,type_2,market_2
2022-02-04,16,null,null,1,null,null,null,null,type_2,market_2
2022-03-05,16,null,2,1,null,2,null,null,type_2,market_2
2022-02-26,16,null,null,null,null,1,null,1,type_5,market_2
2022-03-04,16,1,null,null,null,null,1,null,type_5,market_2
2022-02-12,16,null,1,1,1,null,null,null,type_5,market_2
2022-03-12,16,1,2,null,null,null,null,null,type_5,market_2
2022-03-22,17,1,null,null,null,null,1,null,type_2,market_2
2022-02-11,17,null,1,null,null,null,null,null,type_2,market_2
2022-03-11,17,null,null,null,null,null,null,null,type_2,market_2
2022-02-08,17,3,null,null,null,null,null,null,type_2,market_2
2022-03-11,17,null,2,5,3,null,null,1,type_5,market_2
2022-03-31,17,null,null,null,null,null,null,null,type_5,market_2
2022-01-20,17,3,2,1,null,null,null,null,type_5,market_2
2022-03-09,17,3,null,2,1,3,null,null,type_5,market_2
2022-02-01,17,4,null,null,1,1,1,null,type_5,market_2
2022-02-16,18,null,1,null,null,null,null,1,type_2,market_2
2022-01-21,18,null,null,null,null,null,null,null,type_2,market_2
2022-03-29,18,2,1,null,null,null,null,1,type_2,market_2
2022-02-21,18,1,null,null,1,null,null,3,type_2,market_2
2022-03-16,18,1,1,1,null,null,null,null,type_2,market_2
2022-03-17,18,1,1,null,null,2,null,1,type_5,market_2
2022-02-18,18,1,1,null,null,1,null,null,type_5,market_2
2022-02-14,18,1,null,null,null,null,null,null,type_5,market_2
2022-02-11,18,1,null,null,1,3,null,null,type_5,market_2
2022-03-10,19,null,null,null,2,null,null,null,type_2,market_2
2022-02-07,19,null,null,1,null,null,null,null,type_2,market_2
2022-02-10,19,3,null,null,null,null,null,2,type_2,market_2
2022-01-29,19,null,null,null,null,null,1,null,type_5,market_2
2022-02-05,19,null,null,1,1,null,null,null,type_5,market_2
2022-03-21,19,1,1,1,null,null,1,null,type_5,market_2
2022-03-24,20,null,null,null,1,1,null,null,type_2,market_2
2022-02-15,20,null,2,null,null,null,null,null,type_2,market_2
2022-01-24,20,3,null,null,null,null,null,1,type_2,market_2
2022-01-08,20,null,null,null,null,null,null,null,type_2,market_2
2022-03-01,20,2,null,null,null,1,null,null,type_5,market_2
2022-02-21,20,1,1,null,null,null,1,null,type_5,market_2
2022-01-01,20,3,1,null,null,null,1,null,type_5,market_2
2022-01-01,21,2,4,null,null,1,1,null,type_2,market_2
2022-01-20,21,null,null,null,1,2,null,null,type_2,market_2
2022-02-16,21,null,3,null,null,1,1,null,type_5,market_2
2022-01-08,21,2,1,null,2,1,1,null,type_5,market_2
2022-01-11,22,2,1,null,null,null,null,null,type_2,market_2
2022-01-06,22,1,null,null,null,null,null,1,type_5,market_2
2022-01-15,22,1,1,null,2,null,1,1,type_5,market_2
2022-01-02,22,2,1,2,null,null,null,null,type_5,market_2
2022-01-13,22,6,1,null,null,null,1,null,type_5,market_2
2022-01-26,23,null,null,null,2,null,null,null,type_2,market_2
2022-03-25,23,1,null,null,null,1,null,null,type_2,market_2
2022-03-15,23,1,1,null,null,null,null,2,type_2,market_2
2022-01-22,23,1,1,1,null,null,null,1,type_5,market_2
2022-02-15,23,1,1,1,2,null,null,null,type_5,market_2
2022-02-03,23,2,4,2,1,1,2,null,type_5,market_2
2022-02-17,23,4,1,null,null,1,null,4,type_5,market_2
2022-03-18,23,1,1,4,1,null,2,1,type_5,market_2
2022-01-21,23,2,1,1,2,null,null,null,type_5,market_2
2022-03-10,23,null,null,1,2,null,1,1,type_5,market_2
2022-02-22,23,1,4,null,null,1,1,null,type_5,market_2
2022-03-03,24,5,null,null,null,null,null,null,type_2,market_2
2022-01-19,24,null,1,null,1,1,null,null,type_2,market_2
2022-03-08,24,3,null,null,null,null,null,2,type_2,market_2
2022-02-02,24,1,null,null,1,1,1,null,type_2,market_2
2022-02-08,24,null,1,null,null,null,null,null,type_5,market_2
2022-01-24,24,5,null,1,null,null,null,null,type_5,market_2
2022-03-03,24,null,2,null,null,null,null,null,type_5,market_2
2022-02-14,25,null,null,1,null,null,null,null,type_2,market_2
2022-01-25,25,1,null,null,null,null,null,1,type_2,market_2
2022-02-18,25,null,null,1,2,1,1,null,type_2,market_2
2022-03-09,25,4,1,1,null,null,1,null,type_2,market_2
2022-01-31,25,null,null,null,1,1,null,1,type_5,market_2
2022-02-23,25,null,null,null,1,null,null,null,type_5,market_2
2022-02-04,25,2,null,null,1,null,null,null,type_5,market_2
2022-03-25,25,1,null,null,null,null,null,null,type_5,market_2
2022-03-08,25,2,3,null,null,null,null,2,type_5,market_2
2022-01-17,25,2,2,1,null,2,null,null,type_5,market_2
2022-01-18,26,2,1,1,null,null,null,null,type_2,market_2
2022-01-17,26,2,null,null,null,null,null,null,type_2,market_2
2022-03-22,26,1,2,null,null,null,1,2,type_5,market_2
2022-03-16,26,3,2,null,null,null,1,null,type_5,market_2
2022-03-23,26,2,2,1,null,null,null,null,type_5,market_2
2022-03-15,26,2,1,1,null,null,null,2,type_5,market_2
2022-01-10,26,1,4,1,null,null,null,1,type_5,market_2
2022-02-24,26,null,1,null,null,null,1,null,type_5,market_2
2022-01-26,27,1,2,null,null,null,null,null,type_5,market_2
2022-02-09,27,2,null,1,null,null,null,null,type_5,market_2
2022-03-02,27,4,null,1,null,3,null,null,type_5,market_2
2022-01-12,27,1,1,null,null,null,null,2,type_5,market_2
2022-02-01,28,1,null,1,null,null,2,null,type_2,market_2
2022-02-22,28,2,2,null,null,1,null,2,type_2,market_2
2022-01-14,28,2,null,null,null,null,null,null,type_2,market_2
2022-03-23,28,null,1,null,null,null,null,null,type_2,market_2
2022-03-28,29,null,2,null,1,null,null,1,type_2,market_2
2022-02-23,29,null,1,null,1,null,null,null,type_2,market_2
2022-01-07,29,null,1,null,null,1,1,1,type_2,market_2
2022-01-12,29,3,2,null,null,null,null,1,type_2,market_2
2022-01-06,29,5,null,null,null,null,null,null,type_2,market_2
2022-01-05,29,2,3,null,null,null,null,null,type_5,market_2
2022-01-25,30,2,null,null,null,null,null,null,type_5,market_2
2022-01-13,31,1,null,null,null,null,null,null,type_2,market_2
2022-03-30,31,1,null,null,null,null,null,2,type_2,market_2
2022-02-02,31,3,1,null,1,4,null,null,type_5,market_2
2022-01-07,31,null,1,1,2,2,1,2,type_5,market_2
2022-03-14,32,3,null,null,null,null,null,null,type_2,market_2
2022-03-31,32,2,null,1,null,null,1,null,type_2,market_2
2022-03-02,32,null,4,null,1,null,null,1,type_2,market_2
2022-03-21,32,2,null,1,null,null,null,1,type_2,market_2
2022-01-03,32,2,null,1,4,null,null,1,type_5,market_2
2022-01-19,32,null,3,1,null,2,3,null,type_5,market_2
2022-03-04,33,2,null,null,null,null,3,null,type_2,market_2
2022-02-17,33,2,null,null,1,2,3,null,type_2,market_2
2022-03-07,33,1,1,null,null,null,null,3,type_2,market_2
2022-02-07,33,2,1,null,null,null,null,null,type_5,market_2
2022-01-04,33,3,null,1,null,null,null,null,type_5,market_2
2022-03-24,33,1,null,null,4,1,1,null,type_5,market_2
2022-01-11,33,4,null,1,null,null,null,null,type_5,market_2
2022-01-14,34,1,null,null,null,null,null,null,type_5,market_2
2022-03-07,34,5,null,1,null,null,null,null,type_5,market_2
2022-01-28,36,2,null,2,null,1,null,null,type_2,market_2
2022-02-03,36,1,1,null,5,1,1,1,type_2,market_2
2022-03-28,36,4,1,null,1,null,null,null,type_5,market_2
2022-03-14,36,5,null,1,1,2,null,null,type_5,market_2
2022-01-10,37,null,1,1,null,null,null,null,type_2,market_2
2022-01-31,38,null,null,1,null,1,null,null,type_2,market_2
2022-03-30,38,3,2,null,null,null,null,1,type_5,market_2
2022-03-29,38,4,null,1,null,null,null,1,type_5,market_2
2022-02-28,38,2,1,null,null,null,null,null,type_5,market_2
2022-01-05,39,3,1,null,null,null,null,null,type_2,market_2
2022-03-05,39,null,1,1,null,null,null,null,type_5,market_2
2022-01-18,39,1,null,1,null,1,null,null,type_5,market_2
2022-03-01,40,2,null,1,null,3,null,null,type_2,market_2
2022-02-28,43,2,null,null,2,null,null,1,type_2,market_2
2022-01-27,44,3,null,null,1,1,null,1,type_2,market_2
2022-01-04,48,7,4,2,null,null,1,2,type_2,market_2
2022-01-03,66,3,3,4,6,2,1,2,type_2,market_2
2022-02-24,null,0,1,0,1,0,0,0,type_1,market_2
2022-03-13,null,0,0,0,0,0,0,0,type_1,market_2
2022-03-06,null,0,0,0,0,0,0,0,type_1,market_2
2022-02-27,null,0,0,0,0,0,0,0,type_1,market_2
2022-02-06,null,1,0,0,0,0,0,0,type_1,market_2
2022-01-11,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-22,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-21,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-27,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-06,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-28,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-30,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-14,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-13,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-08,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-20,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-05,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-27,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-04,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-30,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-16,null,null,null,null,null,1,null,null,type_3,market_2
2022-02-20,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-22,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-23,null,1,null,null,null,null,null,1,type_3,market_2
2022-02-27,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-13,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-15,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-01,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-05,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-04,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-06,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-09,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-05,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-08,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-23,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-25,null,null,null,null,1,null,null,1,type_3,market_2
2022-01-01,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-14,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-19,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-25,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-02,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-22,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-17,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-03,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-19,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-29,null,null,1,null,null,null,null,null,type_3,market_2
2022-03-06,null,null,null,null,null,null,null,null,type_3,market_2
2022-01-28,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-11,null,null,null,null,null,null,null,null,type_3,market_2
2022-02-26,null,null,null,null,null,null,null,null,type_3,market_2
2022-03-16,null,null,null,null,null,1,null,null,type_4,market_2
2022-02-27,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-10,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-14,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-12,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-31,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-04,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-15,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-06,null,null,null,1,null,null,null,null,type_4,market_2
2022-01-29,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-10,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-20,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-01,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-04,null,1,null,null,null,null,null,null,type_4,market_2
2022-03-03,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-20,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-24,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-01,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-02,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-25,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-26,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-07,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-18,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-28,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-22,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-25,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-09,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-02,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-09,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-02,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-29,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-03,null,null,null,null,null,null,1,null,type_4,market_2
2022-03-20,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-16,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-22,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-12,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-17,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-27,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-23,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-19,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-15,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-23,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-10,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-18,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-28,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-17,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-30,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-26,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-13,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-07,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-04,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-11,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-19,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-14,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-08,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-19,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-23,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-13,null,null,null,null,null,null,null,null,type_4,market_2
2022-02-15,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-18,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-30,null,1,null,null,null,null,null,null,type_4,market_2
2022-03-08,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-17,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-05,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-12,null,null,null,null,null,null,null,null,type_4,market_2
2022-01-27,null,null,null,null,null,null,null,null,type_4,market_2
2022-03-06,null,null,null,null,null,null,null,null,type_4,market_2
